RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,EngagementScore,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_26-35,AgeGroup_36-50,AgeGroup_51-65,AgeGroup_65+
3455.0,15814465.0,Ch'In,612.0,24.0,1.0,182705.05,1.0,1.0,1.0,171837.06,0.0,1.0632397153459483,1.0,False,False,True,False,False,False,False
3610.0,15657868.0,Serra,850.0,40.0,6.0,94607.08,1.0,1.0,0.0,36690.49,0.0,2.5784474819638015,0.0,True,False,True,False,True,False,False
5282.0,15620372.0,Cross,687.0,31.0,3.0,0.0,2.0,0.0,0.0,48228.1,0.0,0.0,0.0,False,True,True,True,False,False,False
8768.0,15585466.0,Russo,552.0,29.0,10.0,0.0,2.0,1.0,0.0,12186.83,0.0,0.0,0.0,False,False,True,True,False,False,False
9680.0,15605067.0,Nwachinemelu,472.0,19.0,9.0,0.0,2.0,1.0,0.0,3453.4,0.0,0.0,0.0,False,False,True,False,False,False,False
7574.0,15674750.0,Alexeyeva,481.0,37.0,8.0,0.0,2.0,1.0,0.0,44215.86,0.0,0.0,0.0,False,True,False,False,True,False,False
3910.0,15726487.0,P'Eng,431.0,62.0,6.0,160982.89,1.0,1.0,1.0,168008.17,0.0,0.9581791874812547,1.0,False,False,True,False,False,True,False
4029.0,15764335.0,Caldwell,463.0,41.0,8.0,123151.51,2.0,1.0,0.0,70127.93,0.0,1.756072850391415,0.0,True,False,False,False,True,False,False
3932.0,15774133.0,Cox,706.0,35.0,8.0,178032.53,1.0,0.0,1.0,42181.68,0.0,4.220512542114442,1.0,False,False,False,True,False,False,False
2333.0,15695492.0,P'Eng,439.0,29.0,6.0,156569.43,1.0,1.0,0.0,180598.66,0.0,0.8669419975652224,0.0,False,False,False,True,False,False,False
7304.0,15568469.0,Buckley,653.0,43.0,0.0,0.0,2.0,1.0,0.0,27862.58,0.0,0.0,0.0,False,False,True,False,True,False,False
2263.0,15586264.0,Murray,572.0,43.0,2.0,140431.98,1.0,1.0,0.0,26450.57,1.0,5.309022489024281,0.0,False,False,True,False,True,False,False
6779.0,15613463.0,Hackett,679.0,50.0,6.0,132598.38,2.0,1.0,1.0,184017.98,0.0,0.7205690413021526,2.0,True,False,False,False,True,False,False
8148.0,15814675.0,Chien,642.0,39.0,8.0,128264.03,1.0,1.0,0.0,61792.76,1.0,2.075679324255394,0.0,True,False,False,False,True,False,False
2596.0,15737310.0,Thompson,633.0,29.0,10.0,130206.28,1.0,1.0,0.0,184654.87,0.0,0.7051293847306344,0.0,False,False,True,True,False,False,False
7202.0,15664615.0,Nnachetam,689.0,30.0,5.0,136650.89,1.0,1.0,1.0,41865.72,1.0,3.263950221082521,1.0,True,False,False,True,False,False,False
3594.0,15699325.0,Fedorova,555.0,62.0,10.0,114822.64,1.0,0.0,1.0,8444.5,0.0,13.5957184299331,1.0,True,False,False,False,False,True,False
5218.0,15796434.0,Farnsworth,724.0,28.0,5.0,97612.12,1.0,1.0,1.0,96498.14,0.0,1.0115335742888485,1.0,False,False,True,True,False,False,False
1031.0,15681174.0,Zuev,730.0,39.0,1.0,116537.6,1.0,0.0,0.0,145679.6,0.0,0.7999527733960459,0.0,False,False,True,False,True,False,False
5471.0,15736124.0,Thompson,617.0,25.0,1.0,102585.88,2.0,1.0,1.0,115387.4,0.0,0.8890484658769859,2.0,False,False,True,False,False,False,False
7101.0,15668830.0,Wan,650.0,24.0,8.0,108881.73,1.0,1.0,0.0,104492.83,0.0,1.0419919530177044,0.0,False,True,True,False,False,False,False
6148.0,15690526.0,Tuan,690.0,31.0,2.0,137260.45,2.0,1.0,0.0,55387.28,0.0,2.478149709649767,0.0,True,False,True,True,False,False,False
7329.0,15689786.0,Massie,850.0,56.0,1.0,169743.83,1.0,0.0,0.0,155850.4,1.0,1.0891389490245196,0.0,True,False,True,False,False,True,False
9104.0,15728362.0,Robertson,671.0,29.0,3.0,0.0,2.0,1.0,0.0,158043.11,0.0,0.0,0.0,False,False,False,True,False,False,False
5380.0,15730796.0,Barker,627.0,21.0,7.0,98993.02,1.0,1.0,1.0,169156.64,0.0,0.5852116404556129,1.0,False,False,False,False,False,False,False
7026.0,15711446.0,Sinclair,569.0,51.0,3.0,0.0,3.0,1.0,0.0,75084.96,1.0,0.0,0.0,False,True,False,False,False,True,False
1756.0,15778410.0,Clarke,533.0,52.0,7.0,0.0,1.0,0.0,1.0,194113.99,1.0,0.0,1.0,False,True,False,False,False,True,False
8374.0,15785167.0,Padovano,795.0,29.0,4.0,0.0,2.0,0.0,0.0,155711.64,0.0,0.0,0.0,False,True,True,True,False,False,False
4162.0,15611371.0,Siciliani,736.0,43.0,4.0,176134.54,1.0,1.0,1.0,52856.88,0.0,3.332228610001007,1.0,False,False,True,False,True,False,False
232.0,15627000.0,Freeman,610.0,40.0,0.0,0.0,2.0,1.0,0.0,62232.6,0.0,0.0,0.0,False,False,True,False,True,False,False
7631.0,15748986.0,Bischof,705.0,42.0,8.0,166685.92,2.0,1.0,1.0,55313.51,0.0,3.0134212523983313,2.0,True,False,True,False,True,False,False
111.0,15803526.0,Eremenko,685.0,30.0,3.0,90536.81,1.0,0.0,1.0,63082.88,0.0,1.4351813807267404,1.0,True,False,True,True,False,False,False
5459.0,15789055.0,Watt,635.0,35.0,2.0,113635.16,1.0,1.0,0.0,90883.12,0.0,1.2503302006995283,0.0,False,True,True,True,False,False,False
9684.0,15607112.0,Chiawuotu,606.0,32.0,6.0,0.0,2.0,0.0,1.0,36540.63,0.0,0.0,2.0,False,False,True,True,False,False,False
2515.0,15598175.0,Toscani,592.0,26.0,4.0,105082.07,2.0,1.0,0.0,132801.57,0.0,0.7912653346994716,0.0,True,False,False,True,False,False,False
8137.0,15757425.0,Fleming,716.0,38.0,1.0,0.0,2.0,1.0,1.0,99661.46,0.0,0.0,2.0,False,False,False,False,True,False,False
4280.0,15781777.0,Sutherland,604.0,33.0,3.0,148659.48,1.0,0.0,0.0,42437.75,0.0,3.502918441283026,0.0,False,False,True,True,False,False,False
4721.0,15780654.0,Sergeyev,619.0,33.0,3.0,100488.92,2.0,0.0,1.0,36446.74,0.0,2.7570686138564424,2.0,True,False,False,True,False,False,False
2918.0,15621083.0,Douglas,698.0,57.0,6.0,136325.48,2.0,1.0,1.0,72549.27,1.0,1.8790485548847717,2.0,False,False,True,False,False,True,False
9431.0,15591980.0,Hill,753.0,33.0,5.0,122568.05,2.0,1.0,1.0,82820.85,0.0,1.4798999297890592,2.0,False,False,True,True,False,False,False
2993.0,15786993.0,Lung,810.0,51.0,5.0,0.0,2.0,0.0,1.0,184524.74,0.0,0.0,2.0,False,False,False,False,False,True,False
2318.0,15627212.0,Smith,630.0,36.0,2.0,110414.48,1.0,1.0,1.0,48984.95,0.0,2.254003035564279,1.0,False,False,False,False,True,False,False
4849.0,15807167.0,Konovalova,635.0,42.0,1.0,146766.72,2.0,0.0,1.0,164357.1,0.0,0.8929691934866612,2.0,False,False,True,False,True,False,False
4293.0,15800287.0,Micco,706.0,46.0,2.0,127660.46,2.0,1.0,0.0,150156.82,1.0,0.8501752356287539,0.0,False,True,False,False,True,False,False
6993.0,15808175.0,Castiglione,557.0,39.0,7.0,49572.73,1.0,1.0,0.0,115287.99,1.0,0.4299866795606415,0.0,False,False,False,False,True,False,False
1516.0,15602497.0,Honore,850.0,39.0,6.0,133214.13,1.0,0.0,1.0,20769.88,0.0,6.413504386910906,1.0,False,True,True,False,True,False,False
217.0,15680920.0,Marchesi,695.0,46.0,7.0,49512.55,1.0,1.0,0.0,133007.34,0.0,0.3722514693439524,0.0,False,False,True,False,True,False,False
9216.0,15624180.0,Genovesi,584.0,37.0,10.0,134171.8,3.5,1.0,1.0,70927.11,1.0,1.891659033350811,3.5,True,False,False,False,True,False,False
9064.0,15711521.0,Egobudike,609.0,39.0,3.0,121778.71,1.0,1.0,1.0,138399.67,0.0,0.8798997143583192,1.0,False,False,True,False,True,False,False
8419.0,15731026.0,Han,683.0,39.0,2.0,100062.16,2.0,1.0,0.0,109201.43,0.0,0.9162997563332612,0.0,True,False,False,False,True,False,False
2264.0,15594685.0,Hall,757.0,49.0,2.0,0.0,2.0,0.0,0.0,164482.92,0.0,0.0,0.0,False,False,False,False,True,False,False
5328.0,15641490.0,Windsor,850.0,25.0,8.0,69385.17,2.0,1.0,0.0,87834.24,0.0,0.7899468368276786,0.0,True,False,False,False,False,False,False
7431.0,15754578.0,Okeke,606.0,35.0,0.0,135984.15,2.0,1.0,0.0,186778.89,0.0,0.7280449196109923,0.0,False,False,False,True,False,False,False
8500.0,15784918.0,Brown,498.0,35.0,2.0,121968.11,2.0,0.0,1.0,188343.05,0.0,0.6475814340829987,2.0,True,False,True,True,False,False,False
7276.0,15642336.0,Shaw,669.0,42.0,9.0,0.0,2.0,0.0,0.0,135630.32,0.0,0.0,0.0,False,False,False,False,True,False,False
894.0,15772781.0,Ball,703.0,51.0,3.0,0.0,3.0,1.0,1.0,77294.56,1.0,0.0,3.0,False,False,False,False,False,True,False
1491.0,15761976.0,Su,797.0,31.0,8.0,0.0,2.0,1.0,0.0,117916.63,0.0,0.0,0.0,False,True,False,True,False,False,False
3004.0,15801658.0,Summers,580.0,55.0,6.0,104305.74,1.0,0.0,1.0,175750.21,0.0,0.5934851885230265,1.0,False,False,True,False,False,True,False
1851.0,15587581.0,Russo,785.0,33.0,5.0,136624.6,2.0,1.0,1.0,169117.74,0.0,0.807861979104149,2.0,True,False,False,True,False,False,False
7606.0,15710138.0,Sun,718.0,39.0,6.0,0.0,2.0,0.0,1.0,63889.1,0.0,0.0,2.0,False,True,True,False,True,False,False
9258.0,15688689.0,Esposito,678.0,37.0,8.0,149000.91,2.0,1.0,1.0,21472.42,0.0,6.938853242753135,2.0,True,False,False,False,True,False,False
325.0,15682757.0,Pardey,734.0,30.0,3.0,0.0,2.0,1.0,0.0,107640.25,0.0,0.0,0.0,False,False,True,True,False,False,False
1216.0,15625080.0,Parkin,745.0,54.0,8.0,0.0,1.0,1.0,0.0,173912.29,1.0,0.0,0.0,False,True,False,False,False,True,False
2900.0,15810944.0,Bryant,586.0,35.0,7.0,0.0,2.0,1.0,0.0,70760.69,0.0,0.0,0.0,False,False,False,True,False,False,False
2934.0,15713144.0,Ingrassia,588.0,46.0,8.0,0.0,1.0,1.0,0.0,61931.21,0.0,0.0,0.0,False,True,True,False,True,False,False
3659.0,15661903.0,Hsia,699.0,43.0,3.0,80764.03,1.0,1.0,0.0,199378.58,1.0,0.405076738550658,0.0,False,False,False,False,True,False,False
9218.0,15762588.0,Kaleski,644.0,31.0,5.0,0.0,2.0,1.0,1.0,41872.17,0.0,0.0,2.0,False,False,True,True,False,False,False
8253.0,15734737.0,Bruno,744.0,56.0,9.0,0.0,2.0,1.0,1.0,169498.61,0.0,0.0,2.0,False,False,True,False,False,True,False
7210.0,15788131.0,Atkins,653.0,47.0,6.0,0.0,1.0,1.0,0.0,50695.93,1.0,0.0,0.0,False,False,True,False,True,False,False
8589.0,15742809.0,Mironova,712.0,29.0,7.0,77919.78,1.0,1.0,0.0,122547.58,0.0,0.635827685641074,0.0,False,True,False,True,False,False,False
6171.0,15611157.0,Mcelhone,709.0,32.0,2.0,87814.89,1.0,1.0,0.0,138578.37,0.0,0.6336793853226494,0.0,False,False,False,True,False,False,False
9727.0,15662494.0,Goliwe,773.0,43.0,7.0,138150.57,1.0,1.0,1.0,177357.16,0.0,0.7789355166968354,1.0,False,True,True,False,True,False,False
1130.0,15685309.0,Souter,669.0,35.0,7.0,0.0,1.0,1.0,1.0,49108.23,1.0,0.0,1.0,False,False,False,True,False,False,False
4790.0,15743828.0,Stevens,691.0,41.0,2.0,0.0,1.0,1.0,1.0,56850.92,1.0,0.0,1.0,False,False,True,False,True,False,False
2919.0,15649487.0,Sal,578.0,38.0,4.0,113150.44,2.0,1.0,0.0,176712.59,1.0,0.640304121488336,0.0,True,False,False,False,True,False,False
3903.0,15720305.0,Power,591.0,40.0,1.0,86376.29,1.0,0.0,1.0,136767.16,1.0,0.6315526216043266,1.0,False,True,False,False,True,False,False
7949.0,15592854.0,Garcia,705.0,25.0,3.0,113736.27,1.0,0.0,1.0,196864.61,0.0,0.5777355933319183,1.0,False,False,True,False,False,False,False
9100.0,15768881.0,Saunders,738.0,29.0,2.0,0.0,2.0,1.0,1.0,170421.13,0.0,0.0,2.0,False,False,True,True,False,False,False
3828.0,15654733.0,Hsieh,794.0,57.0,3.0,117056.46,1.0,1.0,0.0,93336.93,1.0,1.2541145919992014,0.0,True,False,True,False,False,True,False
4925.0,15574868.0,Lowell,792.0,36.0,5.0,115725.24,2.0,0.0,0.0,1871.25,0.0,61.81078381626386,0.0,True,False,True,False,True,False,False
209.0,15684181.0,Hackett,643.0,45.0,5.0,0.0,1.0,1.0,0.0,142513.5,1.0,0.0,0.0,False,False,True,False,True,False,False
3255.0,15778368.0,Allan,552.0,50.0,4.0,121175.56,1.0,1.0,0.0,117505.07,1.0,1.0312280888978755,0.0,True,False,True,False,True,False,False
2796.0,15665110.0,Helena,515.0,25.0,7.0,79543.59,1.0,0.0,1.0,38772.82,0.0,2.0514767438441712,1.0,False,False,False,False,False,False,False
5264.0,15745030.0,Trevisano,809.0,41.0,1.0,79706.25,2.0,1.0,0.0,165675.01,0.0,0.4810971123701011,0.0,True,False,True,False,True,False,False
7585.0,15595010.0,Huang,694.0,39.0,9.0,0.0,2.0,0.0,0.0,99924.04,0.0,0.0,0.0,False,True,False,False,True,False,False
799.0,15570134.0,Padovano,683.0,35.0,6.0,187530.66,2.0,1.0,1.0,37976.36,0.0,4.937959352624827,2.0,False,False,False,True,False,False,False
9108.0,15617434.0,Yen,655.0,38.0,9.0,0.0,1.0,0.0,1.0,90490.33,0.0,0.0,1.0,False,True,True,False,True,False,False
735.0,15612966.0,Milani,545.0,60.0,7.0,128981.07,1.0,0.0,1.0,176924.21,1.0,0.729014649749462,1.0,True,False,False,False,False,True,False
2245.0,15756305.0,Marchesi,515.0,62.0,6.0,0.0,2.0,1.0,1.0,160663.11,0.0,0.0,2.0,False,False,False,False,False,True,False
179.0,15762615.0,Campbell,597.0,40.0,8.0,101993.12,1.0,0.0,1.0,94774.12,0.0,1.0761592282869175,1.0,False,True,False,False,True,False,False
5832.0,15771270.0,North,635.0,27.0,8.0,127471.56,1.0,1.0,1.0,152916.05,1.0,0.8335993926118769,1.0,False,False,False,True,False,False,False
8633.0,15759690.0,Smith,751.0,42.0,4.0,0.0,2.0,1.0,1.0,81442.6,0.0,0.0,2.0,False,False,True,False,True,False,False
1175.0,15588670.0,Despeissis,705.0,40.0,5.0,203715.15,1.0,1.0,0.0,179978.68,1.0,1.1318786098519567,0.0,False,True,False,False,True,False,False
8070.0,15700654.0,Liardet,617.0,44.0,9.0,49157.09,2.0,1.0,0.0,53294.17,0.0,0.9223554404648676,0.0,True,False,True,False,True,False,False
5850.0,15608873.0,Smith,665.0,51.0,2.0,0.0,1.0,0.0,0.0,53353.36,0.0,0.0,0.0,False,False,True,False,False,True,False
1832.0,15738219.0,Nash,632.0,36.0,7.0,0.0,2.0,1.0,1.0,52526.65,0.0,0.0,2.0,False,False,False,False,True,False,False
9714.0,15623566.0,Barnhill,714.0,40.0,9.0,46520.69,1.0,1.0,1.0,96687.25,0.0,0.48114109004972166,1.0,False,False,True,False,True,False,False
9282.0,15679966.0,Marsh,661.0,31.0,3.0,133964.3,1.0,1.0,1.0,166187.1,0.0,0.8061004367942108,1.0,False,False,False,True,False,False,False
7961.0,15772479.0,Napolitano,673.0,37.0,4.0,0.0,2.0,0.0,0.0,163563.07,0.0,0.0,0.0,False,False,True,False,True,False,False
7268.0,15724851.0,Farmer,507.0,31.0,9.0,111589.67,1.0,1.0,0.0,150037.19,0.0,0.7437417766769914,0.0,True,False,True,True,False,False,False
8034.0,15576526.0,Steele,850.0,36.0,6.0,0.0,2.0,0.0,1.0,41291.05,0.0,0.0,2.0,False,True,True,False,True,False,False
199.0,15656176.0,Jenkins,501.0,57.0,10.0,0.0,2.0,1.0,1.0,47847.19,0.0,0.0,2.0,False,False,True,False,False,True,False
7930.0,15598892.0,Bradshaw,828.0,30.0,4.0,73070.18,2.0,0.0,0.0,161671.15,0.0,0.45196516530521796,0.0,False,False,True,True,False,False,False
9633.0,15791006.0,Kodilinyechukwu,760.0,34.0,6.0,58003.41,1.0,1.0,0.0,90346.1,0.0,0.64200632892478,0.0,True,False,False,True,False,False,False
9287.0,15586523.0,Paten,720.0,29.0,7.0,106230.92,1.0,1.0,1.0,69903.93,1.0,1.5196484711450253,1.0,True,False,False,True,False,False,False
1098.0,15604295.0,Wei,543.0,36.0,6.0,0.0,2.0,1.0,0.0,176728.28,0.0,0.0,0.0,False,False,True,False,True,False,False
549.0,15595440.0,Kryukova,508.0,49.0,7.0,122451.46,2.0,1.0,1.0,75808.1,0.0,1.6152607008921092,2.0,False,False,True,False,True,False,False
6910.0,15667002.0,Knight,666.0,43.0,5.0,0.0,2.0,1.0,0.0,29346.1,0.0,0.0,0.0,False,True,True,False,True,False,False
8760.0,15757981.0,Loggia,748.0,62.0,8.0,0.0,1.0,1.0,1.0,163331.65,0.0,0.0,1.0,False,False,True,False,False,True,False
4707.0,15574352.0,Clogstoun,850.0,43.0,4.0,161256.53,1.0,1.0,1.0,140071.57,0.0,1.1512356059434048,1.0,False,False,True,False,True,False,False
6914.0,15784180.0,Ku,564.0,36.0,7.0,206329.65,1.0,1.0,1.0,46632.87,1.0,4.424459089498684,1.0,False,False,False,False,True,False,False
3370.0,15643294.0,Robinson,703.0,33.0,8.0,190566.65,1.0,1.0,1.0,79997.14,0.0,2.382138509720351,1.0,False,False,False,True,False,False,False
5197.0,15670822.0,Palmer,719.0,22.0,7.0,114415.84,1.0,1.0,1.0,177497.4,0.0,0.6446020921878732,1.0,False,False,False,False,False,False,False
2533.0,15658693.0,Aksyonova,827.0,60.0,2.0,0.0,2.0,0.0,1.0,60615.83,0.0,0.0,2.0,False,False,False,False,False,True,False
4056.0,15767129.0,Munz,452.0,60.0,6.0,121730.49,1.0,1.0,1.0,142963.29,0.0,0.8514747983569882,1.0,False,False,False,False,False,True,False
2315.0,15756056.0,Ku,561.0,28.0,3.0,0.0,2.0,1.0,0.0,191387.76,0.0,0.0,0.0,False,True,False,True,False,False,False
6655.0,15799998.0,Cunningham,608.0,30.0,8.0,85859.76,1.0,0.0,0.0,142730.27,0.0,0.6015483502669037,0.0,False,False,False,True,False,False,False
7824.0,15616029.0,Adams,705.0,32.0,7.0,0.0,2.0,1.0,0.0,7921.57,0.0,0.0,0.0,False,False,True,True,False,False,False
5939.0,15679668.0,Yao,850.0,38.0,7.0,115378.94,1.0,0.0,1.0,162087.82,0.0,0.7118254053549159,1.0,False,True,True,False,True,False,False
2816.0,15721307.0,Pickering,694.0,37.0,1.0,95668.82,2.0,1.0,0.0,100335.55,0.0,0.9534792655318526,0.0,True,False,True,False,True,False,False
3438.0,15619436.0,Pan,700.0,32.0,3.0,0.0,1.0,0.0,0.0,95740.37,0.0,0.0,0.0,False,False,False,True,False,False,False
3881.0,15726945.0,Andreev,677.0,62.0,8.0,0.0,2.0,1.0,1.0,153604.44,0.0,0.0,2.0,False,False,False,False,False,True,False
4158.0,15719793.0,Watson,850.0,62.0,5.0,0.0,2.0,1.0,1.0,180243.56,0.0,0.0,2.0,False,True,True,False,False,True,False
67.0,15696061.0,Brownless,581.0,34.0,1.0,101633.04,1.0,1.0,0.0,110431.51,0.0,0.9203181200898177,0.0,True,False,False,True,False,False,False
8489.0,15794360.0,Hao,592.0,62.0,5.0,71816.74,2.0,1.0,0.0,105096.82,1.0,0.6833323469506789,0.0,True,False,False,False,False,True,False
617.0,15719352.0,Davidson,754.0,39.0,6.0,170184.99,2.0,1.0,0.0,89593.26,0.0,1.899507736321501,0.0,False,True,True,False,True,False,False
1119.0,15759381.0,Johnson,617.0,61.0,7.0,91070.43,1.0,1.0,1.0,101839.77,0.0,0.8942433369268515,1.0,False,True,True,False,False,True,False
3261.0,15768072.0,Mitchell,688.0,33.0,2.0,0.0,1.0,0.0,0.0,27557.18,1.0,0.0,0.0,False,True,False,True,False,False,False
3402.0,15588923.0,Murphy,591.0,33.0,4.0,113743.37,1.0,1.0,0.0,124625.08,0.0,0.9126771057871674,0.0,False,False,False,True,False,False,False
3693.0,15715394.0,Greece,613.0,35.0,4.0,123557.65,2.0,0.0,1.0,170903.4,0.0,0.7229635398503491,2.0,False,True,True,True,False,False,False
938.0,15662100.0,Hsu,850.0,44.0,5.0,128605.32,1.0,0.0,1.0,171096.2,0.0,0.7516506406884508,1.0,True,False,False,False,True,False,False
6606.0,15645029.0,Knowles,771.0,33.0,5.0,0.0,2.0,1.0,0.0,8673.43,0.0,0.0,0.0,False,True,False,True,False,False,False
2573.0,15785865.0,Mazzanti,711.0,58.0,9.0,91285.13,2.0,1.0,1.0,26767.85,0.0,3.4101252014935275,2.0,False,False,True,False,False,True,False
5786.0,15711733.0,Rapuokwu,753.0,48.0,4.0,0.0,2.0,0.0,1.0,146821.42,0.0,0.0,2.0,False,False,True,False,True,False,False
6326.0,15615797.0,Hyde,743.0,59.0,5.0,108585.35,1.0,1.0,1.0,192127.22,1.0,0.5651712694782682,1.0,True,False,True,False,False,True,False
623.0,15636444.0,Craig,535.0,53.0,5.0,141616.55,2.0,1.0,1.0,75888.65,0.0,1.8660851644460081,2.0,True,False,False,False,False,True,False
1682.0,15746749.0,Fleming,681.0,32.0,3.0,0.0,2.0,1.0,1.0,59679.9,0.0,0.0,2.0,False,True,False,True,False,False,False
2127.0,15735719.0,Babbage,790.0,40.0,9.0,0.0,2.0,1.0,1.0,70607.1,0.0,0.0,2.0,False,False,False,False,True,False,False
788.0,15694366.0,Hou,714.0,42.0,2.0,177640.09,1.0,0.0,1.0,47166.55,0.0,3.7661504572529205,1.0,True,False,True,False,True,False,False
3333.0,15720508.0,Hsing,735.0,31.0,3.0,119558.35,1.0,0.0,0.0,72927.68,0.0,1.6393872753490124,0.0,False,False,True,True,False,False,False
5027.0,15673223.0,Hou,626.0,44.0,10.0,0.0,2.0,0.0,0.0,164287.86,0.0,0.0,0.0,False,False,True,False,True,False,False
1093.0,15585198.0,Bergamaschi,715.0,41.0,4.0,94267.9,1.0,0.0,1.0,152821.12,1.0,0.6168472208080872,1.0,False,False,True,False,True,False,False
9600.0,15690456.0,Yudina,749.0,32.0,7.0,79523.13,1.0,0.0,1.0,157648.12,0.0,0.5044311696760503,1.0,True,False,False,True,False,False,False
5390.0,15682728.0,Mathews,774.0,32.0,4.0,0.0,2.0,0.0,0.0,114899.13,0.0,0.0,0.0,False,False,False,True,False,False,False
4964.0,15652084.0,Boni,515.0,40.0,0.0,109542.29,1.0,1.0,1.0,166370.81,0.0,0.6584185746371335,1.0,False,False,True,False,True,False,False
5946.0,15722533.0,Logue,716.0,40.0,3.0,0.0,2.0,0.0,1.0,167636.15,0.0,0.0,2.0,False,False,False,False,True,False,False
3281.0,15715622.0,To Rot,583.0,57.0,3.0,238387.56,1.0,0.0,1.0,147964.99,1.0,1.6110969824890167,1.0,False,False,False,False,False,True,False
5533.0,15602572.0,Hsing,720.0,33.0,9.0,0.0,2.0,1.0,1.0,142956.48,0.0,0.0,2.0,False,False,True,True,False,False,False
2202.0,15682435.0,P'Eng,600.0,35.0,4.0,143744.77,2.0,1.0,0.0,104076.51,0.0,1.3811319083248628,0.0,False,False,True,True,False,False,False
1161.0,15719348.0,Tsao,513.0,35.0,8.0,0.0,1.0,1.0,0.0,76640.29,1.0,0.0,0.0,False,False,True,True,False,False,False
8016.0,15778694.0,Sievier,638.0,26.0,1.0,105249.76,2.0,1.0,1.0,23491.09,0.0,4.480221214885521,2.0,True,False,False,True,False,False,False
3593.0,15628886.0,Matlock,677.0,56.0,5.0,123959.97,1.0,1.0,1.0,60590.72,1.0,2.0458235877773396,1.0,False,True,True,False,False,True,False
3953.0,15796114.0,Phelps,594.0,34.0,7.0,141525.55,1.0,0.0,0.0,9443.15,0.0,14.985525431086968,0.0,False,False,False,True,False,False,False
9694.0,15728963.0,Wei,617.0,51.0,10.0,167273.71,1.0,0.0,0.0,93439.75,1.0,1.7901580413256528,0.0,True,False,False,False,False,True,False
6249.0,15672185.0,Liu,590.0,47.0,3.0,0.0,2.0,1.0,0.0,171774.5,0.0,0.0,0.0,False,False,True,False,True,False,False
4154.0,15664001.0,Riddle,695.0,53.0,8.0,95231.91,1.0,0.0,0.0,70140.8,1.0,1.3577055336475539,0.0,True,False,False,False,False,True,False
479.0,15677538.0,Nwokike,569.0,38.0,7.0,0.0,1.0,1.0,1.0,108469.2,0.0,0.0,1.0,False,False,True,False,True,False,False
1353.0,15596552.0,Stephens,535.0,48.0,5.0,134542.73,1.0,1.0,1.0,58203.67,1.0,2.3115452763498188,1.0,True,False,True,False,True,False,False
4310.0,15654000.0,Algarin,705.0,35.0,5.0,0.0,1.0,1.0,0.0,133991.11,1.0,0.0,0.0,False,False,False,True,False,False,False
7181.0,15632789.0,Maclean,794.0,30.0,8.0,0.0,2.0,1.0,1.0,24113.91,0.0,0.0,2.0,False,False,True,True,False,False,False
2648.0,15687162.0,Clayton,461.0,51.0,9.0,119889.84,1.0,0.0,0.0,56767.67,1.0,2.111901511872658,0.0,False,False,True,False,False,True,False
8462.0,15758769.0,Coffey,625.0,44.0,7.0,0.0,1.0,1.0,0.0,4791.8,0.0,0.0,0.0,False,False,False,False,True,False,False
8200.0,15798532.0,Crawford,810.0,32.0,9.0,120879.73,2.0,0.0,1.0,78896.59,0.0,1.5321092824254834,2.0,False,False,True,True,False,False,False
9531.0,15584452.0,Bozeman,667.0,41.0,6.0,0.0,2.0,0.0,0.0,167181.77,0.0,0.0,0.0,False,False,True,False,True,False,False
5126.0,15656086.0,Bovee,542.0,54.0,8.0,105770.14,1.0,0.0,1.0,140929.98,1.0,0.7505102142907116,1.0,False,True,True,False,False,True,False
2590.0,15701096.0,De Garis,778.0,44.0,8.0,123863.64,1.0,1.0,0.0,144494.94,0.0,0.8572119050542181,0.0,False,False,True,False,True,False,False
1034.0,15695475.0,Maclean,645.0,29.0,1.0,130131.08,2.0,0.0,1.0,196474.35,0.0,0.6623277678344891,2.0,False,False,True,True,False,False,False
4687.0,15607314.0,Chiefo,536.0,53.0,2.0,143923.96,1.0,1.0,0.0,2019.78,1.0,71.22198359049476,0.0,False,True,True,False,False,True,False
5013.0,15703106.0,K'Ung,575.0,40.0,5.0,0.0,2.0,1.0,1.0,122488.59,0.0,0.0,2.0,False,False,True,False,True,False,False
2599.0,15765812.0,Trevisani,587.0,48.0,1.0,0.0,2.0,1.0,1.0,8908.0,0.0,0.0,2.0,False,True,True,False,True,False,False
6374.0,15638269.0,Baresi,597.0,62.0,2.0,0.0,2.0,0.0,1.0,108645.85,0.0,0.0,2.0,False,False,True,False,False,True,False
4609.0,15614103.0,Colombo,850.0,42.0,8.0,119839.69,1.0,0.0,1.0,51016.02,1.0,2.3490139173162214,1.0,True,False,True,False,True,False,False
8472.0,15612478.0,Somadina,525.0,51.0,10.0,0.0,3.0,1.0,0.0,171045.35,1.0,0.0,0.0,False,False,True,False,False,True,False
9043.0,15689594.0,Su,731.0,29.0,5.0,179539.2,1.0,0.0,0.0,112010.02,0.0,1.6028708603849873,0.0,False,False,True,True,False,False,False
7889.0,15683657.0,Stephenson,594.0,31.0,0.0,79340.95,1.0,1.0,0.0,78255.86,0.0,1.013852970844984,0.0,False,False,False,True,False,False,False
4672.0,15808674.0,Ejikemeifeuwa,616.0,45.0,6.0,128352.59,3.0,1.0,1.0,144000.59,1.0,0.8913275888134291,3.0,True,False,False,False,True,False,False
